"state","puma22","ur","stab","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Urban/rural (2022)","State abbr.","PUMA22 name","Total population (2020 Census)","puma22-to-ur allocation factor"
"42","00802","U","PA","Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities",115526,0.8451 
"42","00803","R","PA","Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough",61228,0.4847 
"42","00803","U","PA","Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough",65095,0.5153 
"42","00900","R","PA","Lycoming & Clinton Counties",64116,0.4228 
"42","00900","U","PA","Lycoming & Clinton Counties",87522,0.5772 
"42","01000","R","PA","Northumberland & Montour Counties",42159,0.384 
"42","01000","U","PA","Northumberland & Montour Counties",67624,0.616 
"42","01100","R","PA","Mifflin, Union, Snyder & Juniata Counties",103581,0.6811 
"42","01100","U","PA","Mifflin, Union, Snyder & Juniata Counties",48488,0.3189 
"42","01200","R","PA","Centre County",54805,0.3465 
"42","01200","U","PA","Centre County",103367,0.6535 
"42","01300","R","PA","Venango, Jefferson, Clarion & Forest Counties",99528,0.7152 
"42","01300","U","PA","Venango, Jefferson, Clarion & Forest Counties",39632,0.2848 
"42","01400","R","PA","Mercer County",53051,0.4794 
"42","01400","U","PA","Mercer County",57601,0.5206 
"42","01511","R","PA","Lawrence & Beaver (North) Counties--New Castle City",50969,0.4426 
"42","01511","U","PA","Lawrence & Beaver (North) Counties--New Castle City",64184,0.5574 
"42","01512","R","PA","Beaver County (South)",34192,0.2458 
"42","01512","U","PA","Beaver County (South)",104940,0.7542 
"42","01600","R","PA","Butler County",83916,0.4331 
"42","01600","U","PA","Butler County",109847,0.5669 
"42","01701","U","PA","Pittsburgh City (North)",194421,1 
"42","01702","U","PA","Pittsburgh City (South)",111944,1 
"42","01801","R","PA","Allegheny County (West)",4790,0.0413 
"42","01801","U","PA","Allegheny County (West)",111099,0.9587 
"42","01802","R","PA","Allegheny County (North)--Franklin Park Borough & Allison Park",16583,0.1006 
"42","01802","U","PA","Allegheny County (North)--Franklin Park Borough & Allison Park",148253,0.8994 
"42","01803","R","PA","Allegheny County (North Central)",71,0.0005 
"42","01803","U","PA","Allegheny County (North Central)",129140,0.9995 
"42","01804","R","PA","Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs",1366,0.0079 
"42","01804","U","PA","Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs",171221,0.9921 
"42","01805","R","PA","Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PU",5411,0.0493 
"42","01805","U","PA","Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PU",104445,0.9507 
"42","01806","U","PA","Allegheny County (South Central)--Baldwin & Whitehall Boroughs",131221,1 
"42","01807","R","PA","Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough",1976,0.0164 
"42","01807","U","PA","Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough",118637,0.9836 
"42","01900","R","PA","Indiana & Armstrong Counties",92392,0.6209 
"42","01900","U","PA","Indiana & Armstrong Counties",56412,0.3791 
"42","02011","R","PA","Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City",29518,0.2602 
"42","02011","U","PA","Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City",83939,0.7398 
"42","02012","R","PA","Westmoreland County (West)--Greensburg City",13007,0.1061 
"42","02012","U","PA","Westmoreland County (West)--Greensburg City",109611,0.8939 
"42","02013","R","PA","Westmoreland County (East & South)",51399,0.4334 
"42","02013","U","PA","Westmoreland County (East & South)",67189,0.5666 
"42","02100","R","PA","Cambria County",61509,0.4608 
"42","02100","U","PA","Cambria County",71963,0.5392 
"42","02200","R","PA","Blair & Huntingdon Counties--Altoona City",64394,0.3858 
"42","02200","U","PA","Blair & Huntingdon Counties--Altoona City",102520,0.6142 
"42","02301","R","PA","Cumberland (West) & Perry Counties--Carlisle Borough",84386,0.5974 
"42","02301","U","PA","Cumberland (West) & Perry Counties--Carlisle Borough",56880,0.4026 
"42","02302","R","PA","Cumberland County (East)",12678,0.0773 
"42","02302","U","PA","Cumberland County (East)",151367,0.9227 
"42","02401","R","PA","Dauphin County (Central)--Harrisburg City & Colonial Park",608,0.0035 
"42","02401","U","PA","Dauphin County (Central)--Harrisburg City & Colonial Park",171478,0.9965 
"42","02402","R","PA","Dauphin County (Outer)--Hershey",41855,0.3661 
"42","02402","U","PA","Dauphin County (Outer)--Hershey",72460,0.6339 
"42","02500","R","PA","Lebanon County",36367,0.2539 
"42","02500","U","PA","Lebanon County",106890,0.7461 
"42","02600","R","PA","Schuylkill County",67326,0.4706 
"42","02600","U","PA","Schuylkill County",75723,0.5293 
"42","02701","R","PA","Berks County (Northwest)--Wyomissing Borough",36290,0.2804 
"42","02701","U","PA","Berks County (Northwest)--Wyomissing Borough",93150,0.7196 
"42","02702","R","PA","Berks County (Southwest)--Reading City",17995,0.1191 
"42","02702","U","PA","Berks County (Southwest)--Reading City",133076,0.8809 
"42","02703","R","PA","Berks County (East)",59595,0.4018 
"42","02703","U","PA","Berks County (East)",88743,0.5982 
"42","02801","R","PA","Carbon & Lehigh (North) Counties",61400,0.4636 
"42","02801","U","PA","Carbon & Lehigh (North) Counties",71039,0.5364 
"42","02802","R","PA","Lehigh County (South, Outside Allentown & Bethlehem Cities)--Emmaus Borough",13711,0.085 
"42","02802","U","PA","Lehigh County (South, Outside Allentown & Bethlehem Cities)--Emmaus Borough",147539,0.915 
"42","02803","U","PA","Allentown City",125845,1 
"42","02901","R","PA","Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities",7954,0.0447 
"42","02901","U","PA","Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities",170156,0.9553 
"42","02902","R","PA","Northampton County (North)",44803,0.2898 
"42","02902","U","PA","Northampton County (North)",109810,0.7102 
"42","03011","R","PA","Bucks County (Upper)",38917,0.3624 
"42","03011","U","PA","Bucks County (Upper)",68477,0.6376 
"42","03012","R","PA","Bucks County (Northern Central)",17792,0.1514 
"42","03012","U","PA","Bucks County (Northern Central)",99727,0.8486 
"42","03013","R","PA","Bucks County (Southern Central)",9806,0.0706 
"42","03013","U","PA","Bucks County (Southern Central)",129093,0.9294 
"42","03014","U","PA","Bucks County (Western Lower)",135982,1 
"42","03015","R","PA","Bucks County (Eastern Lower)",58,0.0004 
"42","03015","U","PA","Bucks County (Eastern Lower)",146686,0.9996 
"42","03111","R","PA","Montgomery County (Western Upper)--Pottstown Borough",10525,0.0862 
"42","03111","U","PA","Montgomery County (Western Upper)--Pottstown Borough",111543,0.9138 
"42","03112","R","PA","Montgomery County (Eastern Upper)",15350,0.1452 
"42","03112","U","PA","Montgomery County (Eastern Upper)",90362,0.8548 
"42","03113","R","PA","Montgomery County (Northern Central)--Lansdale Borough",367,0.0035 
"42","03113","U","PA","Montgomery County (Northern Central)--Lansdale Borough",104911,0.9965 
"42","03114","R","PA","Montgomery County (Southern Central)--Norristown Borough",2336,0.0157 
"42","03114","U","PA","Montgomery County (Southern Central)--Norristown Borough",146800,0.9843 
"42","03115","U","PA","Montgomery County (Northeastern Lower)--Willow Grove & Horsham",141988,1 
"42","03116","R","PA","Montgomery County (Southern Lower)--King of Prussia",1,0 
"42","03116","U","PA","Montgomery County (Southern Lower)--King of Prussia",108245,1 
"42","03117","U","PA","Montgomery County (Eastern Lower)",124125,1 
"42","03216","U","PA","Philadelphia City (Northwest)",140234,1 
"42","03221","U","PA","Philadelphia City (Far Northeast)",144439,1 
"42","03222","U","PA","Philadelphia City (Central and Lower Northeast)",188302,1 
"42","03223","U","PA","Philadelphia City (North Delaware)",105079,1 
"42","03224","U","PA","Philadelphia City (Upper North)",141920,1 
"42","03225","U","PA","Philadelphia City (North)",131905,1 
"42","03227","U","PA","Philadelphia City (West and West Park)",151109,1 
"42","03228","U","PA","Philadelphia City (Lower North and River Wards)",174661,1 
"42","03229","U","PA","Philadelphia City (University-Southwest and Lower Southwest)",128308,1 
"42","03230","U","PA","Philadelphia City (Central)",151916,1 
"42","03231","U","PA","Philadelphia City (South and Lower South)",145924,1 
"42","03311","R","PA","Delaware County (North)--Broomall",434,0.0027 
"42","03311","U","PA","Delaware County (North)--Broomall",161393,0.9973 
"42","03312","U","PA","Delaware County (East)--Yeadon, Lansdowne, Darby Boroughs & Drexel Hill",162324,1 
"42","03313","U","PA","Delaware County (Southeast)--Chester City",148392,1 
"42","03314","R","PA","Delaware County (West)",4093,0.0392 
"42","03314","U","PA","Delaware County (West)",100194,0.9608 
"42","03411","R","PA","Chester County (North)",37864,0.373 
"42","03411","U","PA","Chester County (North)",63636,0.627 
"42","03412","R","PA","Chester County (West)--Phoenixville Borough",5110,0.0487 
"42","03412","U","PA","Chester County (West)--Phoenixville Borough",99793,0.9513 
"42","03413","R","PA","Chester County (East Central)--West Chester Borough",1934,0.0159 
"42","03413","U","PA","Chester County (East Central)--West Chester Borough",119847,0.9841 
"42","03414","R","PA","Chester County (West Central)--Coatesville City",20925,0.2066 
"42","03414","U","PA","Chester County (West Central)--Coatesville City",80359,0.7934 
"42","03415","R","PA","Chester County (South)",37374,0.3561 
"42","03415","U","PA","Chester County (South)",67571,0.6439 
"42","03501","R","PA","Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUM",3757,0.0307 
"42","03501","U","PA","Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUM",118514,0.9693 
"42","03502","R","PA","Lancaster County (Northwest)--Elizabethtown Borough",27082,0.2359 
"42","03502","U","PA","Lancaster County (Northwest)--Elizabethtown Borough",87738,0.7641 
"42","03503","R","PA","Lancaster County (East)--Ephrata Borough",103975,0.5879 
"42","03503","U","PA","Lancaster County (East)--Ephrata Borough",72890,0.4121 
"42","03504","R","PA","Lancaster County (Southwest)--Columbia Borough",19333,0.1391 
"42","03504","U","PA","Lancaster County (Southwest)--Columbia Borough",119695,0.8609 
"42","03601","R","PA","York County (Central)--York City & Shiloh",3048,0.0176 
"42","03601","U","PA","York County (Central)--York City & Shiloh",169989,0.9824 
"42","03602","R","PA","York County (North)--Weigelstown",48907,0.3715 
"42","03602","U","PA","York County (North)--Weigelstown",82756,0.6285 
"42","03603","R","PA","York County (South)",77932,0.5136 
"42","03603","U","PA","York County (South)",73806,0.4864 
"42","03701","R","PA","Adams & Franklin (Southeast) Counties",70421,0.543 
"42","03701","U","PA","Adams & Franklin (Southeast) Counties",59279,0.457 
"42","03702","R","PA","Franklin County (Outside Washington Township & Waynesboro Borough)",64634,0.4969 
"42","03702","U","PA","Franklin County (Outside Washington Township & Waynesboro Borough)",65450,0.5031 
"42","03800","R","PA","Somerset, Bedford & Fulton Counties",115208,0.8455 
"42","03800","U","PA","Somerset, Bedford & Fulton Counties",21054,0.1545 
"42","03900","R","PA","Fayette County",70978,0.5511 
"42","03900","U","PA","Fayette County",57826,0.4489 
"42","04011","R","PA","Washington County (North)--Washington City",29507,0.2186 
"42","04011","U","PA","Washington County (North)--Washington City",105463,0.7814 
"42","04012","R","PA","Washington (South) & Greene Counties",65383,0.5926 
"42","04012","U","PA","Washington (South) & Greene Counties",44950,0.4074 
"44","00103","U","RI","Providence City",190934,1 
"44","00105","R","RI","Northern Providence County & Woonsocket City",32605,0.1833 
"44","00105","U","RI","Northern Providence County & Woonsocket City",145260,0.8167 
"44","00106","U","RI","Northeast RI (Providence County)--Pawtucket Central Falls & E Providence Cities",145326,1 
"44","00107","R","RI","Central Providence County--Providence Inner Ring",1710,0.0117 
"44","00107","U","RI","Central Providence County--Providence Inner Ring",144906,0.9883 
"44","00200","R","RI","Central Rhode Island (Kent County)--Warwick City",12350,0.0725 
"44","00200","U","RI","Central Rhode Island (Kent County)--Warwick City",158013,0.9275 
"44","00300","R","RI","Southeast Rhode Island (Newport & Bristol Counties)--Newport City",7856,0.0576 
"44","00300","U","RI","Southeast Rhode Island (Newport & Bristol Counties)--Newport City",128580,0.9424 
"44","00400","R","RI","South Rhode Island--Washington County",43667,0.3363 
"44","00400","U","RI","South Rhode Island--Washington County",86172,0.6637 
"45","00101","R","SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",51000,0.4927 
"45","00101","U","SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",52514,0.5073 
"45","00201","R","SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",48464,0.4551 
"45","00201","U","SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",58033,0.5449 
"45","00301","R","SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",37533,0.3628 
"45","00301","U","SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",65914,0.6372 
"45","00302","R","SC","Greenville County (South & West)--Outside Greenville City",14925,0.148 
"45","00302","U","SC","Greenville County (South & West)--Outside Greenville City",85892,0.852 
"45","00303","U","SC","Greenville County (Central)--Greenville & Mauldin Cities",100440,1 
"45","00304","U","SC","Greenville County (Central East)--Greer City (South & West)",108194,1 
"45","00305","R","SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",10060,0.0893 
"45","00305","U","SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",102576,0.9107 
"45","00401","R","SC","Spartanburg County (North)--Landrum City",47294,0.4191 
"45","00401","U","SC","Spartanburg County (North)--Landrum City",65554,0.5809 
"45","00402","R","SC","Spartanburg County (West and South)--Greer & Woodruff Cities",32391,0.2985 
"45","00402","U","SC","Spartanburg County (West and South)--Greer & Woodruff Cities",76126,0.7015 
"45","00403","R","SC","Spartanburg County (Central)--Spartanburg City",17124,0.1606 
"45","00403","U","SC","Spartanburg County (Central)--Spartanburg City",89508,0.8394 
"45","00501","R","SC","Union and York (West) Counties--York City",77009,0.6605 
"45","00501","U","SC","Union and York (West) Counties--York City",39586,0.3395 
"45","00601","R","SC","York County (North & East)--Fort Mill Town",2924,0.0258 
"45","00601","U","SC","York County (North & East)--Fort Mill Town",110597,0.9742 
"45","00602","R","SC","York County (East & South)--Fort Mill Town",21179,0.1958 
"45","00602","U","SC","York County (East & South)--Fort Mill Town",87011,0.8042 
"45","00700","R","SC","Chester, Fairfield & Lancaster Counties",76297,0.5112 
"45","00700","U","SC","Chester, Fairfield & Lancaster Counties",72961,0.4888 
"45","00800","R","SC","Laurens, Newberry & Union Counties",86131,0.65 
"45","00800","U","SC","Laurens, Newberry & Union Counties",46371,0.35 
"45","00901","R","SC","Anderson (Central & Northeast) County--Anderson City",36745,0.2969 
"45","00901","U","SC","Anderson (Central & Northeast) County--Anderson City",87001,0.7031 
"45","01001","R","SC","Abbeville & Anderson (South) Counties--Belton City",67305,0.6455 
"45","01001","U","SC","Abbeville & Anderson (South) Counties--Belton City",36962,0.3545 
"45","01100","R","SC","Edgefield, Greenwood, McCormick & Saluda Counties",78212,0.6338 
"45","01100","U","SC","Edgefield, Greenwood, McCormick & Saluda Counties",45184,0.3662 
"45","01200","R","SC","Aiken County--Aiken & North Augusta Cities",62492,0.3702 
"45","01200","U","SC","Aiken County--Aiken & North Augusta Cities",106316,0.6298 
"45","01301","R","SC","Lexington (North and East) County--Irmo (West) & West Columbia Cities",20846,0.1333 
"45","01301","U","SC","Lexington (North and East) County--Irmo (West) & West Columbia Cities",135495,0.8667 
"45","01302","R","SC","Lexington (South & West) County and Cayce",53106,0.3858 
"45","01302","U","SC","Lexington (South & West) County and Cayce",84544,0.6142 
"45","01401","R","SC","Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities",13710,0.1122 
"45","01401","U","SC","Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities",108483,0.8878 
"45","01402","R","SC","Richland County (Central)--Columbia City",635,0.0053 
"45","01402","U","SC","Richland County (Central)--Columbia City",119146,0.9947 
"45","01403","R","SC","Richland County (South & Central)--Forest Acres & Dentsville Cities",16841,0.1647 
"45","01403","U","SC","Richland County (South & Central)--Forest Acres & Dentsville Cities",85382,0.8353 
"45","01501","R","SC","Richland (Northeast and North Central) & Kershaw Counties",38970,0.2837 
"45","01501","U","SC","Richland (Northeast and North Central) & Kershaw Counties",98383,0.7163 
"45","01600","R","SC","Chesterfield, Darlington & Marlboro Counties",89313,0.6723 
"45","01600","U","SC","Chesterfield, Darlington & Marlboro Counties",43532,0.3277 
"45","01700","R","SC","Lee & Sumter Counties",53262,0.4363 
"45","01700","U","SC","Lee & Sumter Counties",68825,0.5637 
"45","01800","R","SC","Barnwell, Calhoun & Orangeburg Counties",89859,0.7556 
"45","01800","U","SC","Barnwell, Calhoun & Orangeburg Counties",29072,0.2444 
"45","01901","R","SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",92851,0.6006 
"45","01901","U","SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",61744,0.3994 
"45","02001","R","SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",36908,0.264 
"45","02001","U","SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",102920,0.736 
"45","02100","R","SC","Dorchester County",23776,0.1472 
"45","02100","U","SC","Dorchester County",137764,0.8528 
"45","02201","R","SC","Berkeley (North & East) County--Moncks Corner City",48510,0.4741 
"45","02201","U","SC","Berkeley (North & East) County--Moncks Corner City",53806,0.5259 
"45","02202","R","SC","Berkeley (South) County--Goose Creek &portions of Charleston Cities",2220,0.0174 
"45","02202","U","SC","Berkeley (South) County--Goose Creek &portions of Charleston Cities",125325,0.9826 
"45","02301","R","SC","Charleston (West) County--Kiawah Island & Charleston Cities",28450,0.1883 
"45","02301","U","SC","Charleston (West) County--Kiawah Island & Charleston Cities",122664,0.8117 
"45","02302","R","SC","Charleston (North) County--North Charleston City",2820,0.019 
"45","02302","U","SC","Charleston (North) County--North Charleston City",145818,0.981 
"45","02303","R","SC","Charleston (Northeast) County--Mount Pleasant Town",5716,0.0527 
"45","02303","U","SC","Charleston (Northeast) County--Mount Pleasant Town",102767,0.9473 
"45","02400","R","SC","Clarendon, Georgetown & Williamsburg Counties",79146,0.6303 
"45","02400","U","SC","Clarendon, Georgetown & Williamsburg Counties",46428,0.3697 
"45","02500","R","SC","Florence County",53739,0.3921 
"45","02500","U","SC","Florence County",83320,0.6079 
"45","02601","R","SC","Dillon, Marion and Horry (North) Counties--Loris City",83362,0.7803 
"45","02601","U","SC","Dillon, Marion and Horry (North) Counties--Loris City",23471,0.2197 
"45","02701","R","SC","Horry (Central and North) County--North Myrtle Beach City",30519,0.2179 
"45","02701","U","SC","Horry (Central and North) County--North Myrtle Beach City",109522,0.7821 
"45","02702","R","SC","Horry (Central and South) County--Myrtle Beach City",8912,0.0551 
"45","02702","U","SC","Horry (Central and South) County--Myrtle Beach City",152718,0.9449 
"46","00100","R","SD","West South Dakota--Rapid City",55666,0.2968 
"46","00100","U","SD","West South Dakota--Rapid City",131883,0.7032 
"46","00200","R","SD","Lakota Region",85767,0.8532 
"46","00200","U","SD","Lakota Region",14755,0.1468 
"46","00300","R","SD","Northeast South Dakota",83935,0.6332 
"46","00300","U","SD","Northeast South Dakota",48625,0.3668 
"46","00400","R","SD","Jackrabbit Region",74391,0.5543 
"46","00400","U","SD","Jackrabbit Region",59827,0.4457 
"46","00501","R","SD","Southeast South Dakota (Outside Sioux Falls City)",78619,0.5491 
"46","00501","U","SD","Southeast South Dakota (Outside Sioux Falls City)",64571,0.4509 
"46","00601","R","SD","Sioux Falls City",942,0.005 
"46","00601","U","SD","Sioux Falls City",187686,0.995 
"47","00100","R","TN","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",67463,0.6276 
"47","00100","U","TN","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",40032,0.3724 
"47","00200","R","TN","Henry, Carol & Humphreys Counties--Paris city",101966,0.8683 
"47","00200","U","TN","Henry, Carol & Humphreys Counties--Paris city",15467,0.1317 
"47","00301","R","TN","Montgomery County--Clarksville city (South)",36954,0.3494 
"47","00301","U","TN","Montgomery County--Clarksville city (South)",68823,0.6506 
"47","00302","R","TN","Clarksville city (North)",2070,0.0181 
"47","00302","U","TN","Clarksville city (North)",112222,0.9819 
"47","00401","R","TN","Robertson & Sumner Counties--Springfield & Portland cities",81479,0.5455 
"47","00401","U","TN","Robertson & Sumner Counties--Springfield & Portland cities",67888,0.4545 
"47","00501","R","TN","Hendersonville, Gallatin & Goodlettsville cities",6686,0.0558 
"47","00501","U","TN","Hendersonville, Gallatin & Goodlettsville cities",113031,0.9442 
"47","00600","R","TN","Macon, Dekalb & Cannon Counties",91939,0.8931 
"47","00600","U","TN","Macon, Dekalb & Cannon Counties",10999,0.1069 
"47","00700","R","TN","Putnam & Overton Counties--Cookeville city",65858,0.5729 
"47","00700","U","TN","Putnam & Overton Counties--Cookeville city",49089,0.4271 
"47","00800","R","TN","Campbell, Claiborne & Scott Counties",90328,0.7551 
"47","00800","U","TN","Campbell, Claiborne & Scott Counties",29301,0.2449 
"47","00900","R","TN","Greene & Hawkins Counties--Greenville town",82443,0.6498 
"47","00900","U","TN","Greene & Hawkins Counties--Greenville town",44430,0.3502 
"47","01000","R","TN","Sullivan County--Kingsport & Bristol cities",41970,0.2654 
"47","01000","U","TN","Sullivan County--Kingsport & Bristol cities",116193,0.7346 
"47","01101","R","TN","Washington (South) & Carter Counties--Elizabethton city",62226,0.5884 
"47","01101","U","TN","Washington (South) & Carter Counties--Elizabethton city",43536,0.4116 
"47","01201","R","TN","Washington County--Johnson City",22164,0.1855 
"47","01201","U","TN","Washington County--Johnson City",97307,0.8145 
"47","01300","R","TN","Hamblen, Jefferson & Grainger Counties--Morristown city",75939,0.5321 
"47","01300","U","TN","Hamblen, Jefferson & Grainger Counties--Morristown city",66770,0.4679 
"47","01400","R","TN","Sevier & Cocke Counties--Sevierville city",76942,0.5726 
"47","01400","U","TN","Sevier & Cocke Counties--Sevierville city",57437,0.4274 
"47","01501","R","TN","Knoxville city (Central)",151,0.0011 
"47","01501","U","TN","Knoxville city (Central)",133396,0.9989 
"47","01502","R","TN","Knox County (Southwest)",2096,0.0203 
"47","01502","U","TN","Knox County (Southwest)",101091,0.9797 
"47","01503","R","TN","Knox County (Northwest)",4435,0.0359 
"47","01503","U","TN","Knox County (Northwest)",119014,0.9641 
"47","01504","R","TN","Knox County (North, East & South)",37351,0.3144 
"47","01504","U","TN","Knox County (North, East & South)",81437,0.6856 
"47","01600","R","TN","Blount County--Maryville & Alcoa cities",50325,0.372 
"47","01600","U","TN","Blount County--Maryville & Alcoa cities",84955,0.628 
"47","01700","R","TN","Anderson, Roane & Morgan Counties--Oak Ridge city",77032,0.5083 
"47","01700","U","TN","Anderson, Roane & Morgan Counties--Oak Ridge city",74530,0.4917 
"47","01800","R","TN","Cumberland, White & Fentress Counties--Crossville city",73133,0.6836 
"47","01800","U","TN","Cumberland, White & Fentress Counties--Crossville city",33852,0.3164 
"47","01900","R","TN","Wilson County--Lebanon & Mount Juliet cities",52060,0.3524 
"47","01900","U","TN","Wilson County--Lebanon & Mount Juliet cities",95677,0.6476 
"47","02001","R","TN","Murfreesboro city",474,0.0036 
"47","02001","U","TN","Murfreesboro city",132633,0.9964 
"47","02002","R","TN","Rutherford County--Smyrna town & La Vergne city",4453,0.0422 
"47","02002","U","TN","Rutherford County--Smyrna town & La Vergne city",101079,0.9578 
"47","02003","R","TN","Rutherford County (North, East and South)",49588,0.4822 
"47","02003","U","TN","Rutherford County (North, East and South)",53259,0.5178 
"47","02101","R","TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",5193,0.0388 
"47","02101","U","TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",128655,0.9612 
"47","02102","R","TN","Williamson County--Thompson Station town & Fairview city",40988,0.3599 
"47","02102","U","TN","Williamson County--Thompson Station town & Fairview city",72890,0.6401 
"47","02200","R","TN","Maury County--Columbia & Spring Hill cities",37847,0.3748 
"47","02200","U","TN","Maury County--Columbia & Spring Hill cities",63127,0.6252 
"47","02300","R","TN","Dickson, Cheatham & Hickman Counties",103769,0.8625 
"47","02300","U","TN","Dickson, Cheatham & Hickman Counties",16543,0.1375 
"47","02401","U","TN","Nashville/Davidson County--Downtown, East & North Nashville",146254,1 
"47","02402","R","TN","Nashville/Davidson County--South & Southeast Nashville",1183,0.0094 
"47","02402","U","TN","Nashville/Davidson County--South & Southeast Nashville",124606,0.9906 
"47","02403","R","TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",757,0.0076 
"47","02403","U","TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",99312,0.9924 
"47","02404","R","TN","Nashville/Davidson County (North)",13920,0.1355 
"47","02404","U","TN","Nashville/Davidson County (North)",88813,0.8645 
"47","02405","R","TN","Nashville/Davidson County--Antioch, South Nashville",682,0.0066 
"47","02405","U","TN","Nashville/Davidson County--Antioch, South Nashville",102819,0.9934 
"47","02406","R","TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",5955,0.0433 
"47","02406","U","TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",131583,0.9567 
"47","02501","U","TN","Memphis City (Central Riverside)",129770,1 
"47","02502","U","TN","Memphis City (Central Midtown)",127323,1 
"47","02503","R","TN","Memphis (North) & Bartlett (Southwest) cities",722,0.0065 
"47","02503","U","TN","Memphis (North) & Bartlett (Southwest) cities",110323,0.9935 
"47","02504","R","TN","Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",20933,0.1877 
"47","02504","U","TN","Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",90593,0.8123 
"47","02505","R","TN","Shelby County (East)--Memphis city (East) & Arlington town (South)",7926,0.0725 
"47","02505","U","TN","Shelby County (East)--Memphis city (East) & Arlington town (South)",101324,0.9275 
"47","02506","R","TN","Shelby County (Southeast)--Collierville town & Germantown city",1734,0.0134 
"47","02506","U","TN","Shelby County (Southeast)--Collierville town & Germantown city",127561,0.9866 
"47","02507","U","TN","Memphis City (Southeast)",104135,1 
"47","02508","R","TN","Memphis City (Southwest)",322,0.003 
"47","02508","U","TN","Memphis City (Southwest)",107078,0.997 
"47","02600","R","TN","Tipton & Fayette Counties",72005,0.6993 
"47","02600","U","TN","Tipton & Fayette Counties",30955,0.3007 
"47","02700","R","TN","Gibson, Lauderdale & Haywood Counties--Brownsville city",76066,0.7086 
"47","02700","U","TN","Gibson, Lauderdale & Haywood Counties--Brownsville city",31281,0.2914 
"47","02800","R","TN","Madison & Chester Counties--Jackson city",37449,0.3224 
"47","02800","U","TN","Madison & Chester Counties--Jackson city",78715,0.6776 
"47","02900","R","TN","Henderson, Hardin & McNairy Counties",96970,0.8257 
"47","02900","U","TN","Henderson, Hardin & McNairy Counties",20466,0.1743 
"47","03000","R","TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",91848,0.8224 
"47","03000","U","TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",19837,0.1776 
"47","03100","R","TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",75268,0.6279 
"47","03100","U","TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",44606,0.3721 
"47","03200","R","TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",62172,0.5804 
"47","03200","U","TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",44952,0.4196 
"47","03300","R","TN","Warren, Marion & Sequatchie Counties--McMinnville city",87106,0.8271 
"47","03300","U","TN","Warren, Marion & Sequatchie Counties--McMinnville city",18207,0.1729 
"47","03401","R","TN","Chattanooga city (South & Central)",62,0.0005 
"47","03401","U","TN","Chattanooga city (South & Central)",119330,0.9995 
